"ride_id","rideable_type","started_at","ended_at","member_casual","ride_length_seconds","ride_length","day_of_week"
"06B23EB6EB52CB21","docked_bike",2022-06-27 13:03:09,2022-06-28 19:40:31,"casual",110242,"30:37:22",2
"F25F2C3DCC7AEFB8","docked_bike",2022-06-20 12:58:51,2022-06-23 04:37:11,"casual",229100,"63:38:20",2
"3EB8D4D1A125963D","classic_bike",2022-06-04 00:25:56,2022-06-05 01:25:49,"casual",89993,"24:59:53",7
"D08E2150603DD396","docked_bike",2022-06-26 05:35:44,2022-07-04 04:59:00,"casual",688996,"191:23:16",1
"1556FF8BB99F8AFF","docked_bike",2022-06-23 16:20:57,2022-07-11 04:53:36,"casual",1513959,"420:32:39",5
"6DC2263C4EA24E97","docked_bike",2022-06-23 16:21:33,2022-06-24 17:21:35,"casual",90002,"25:00:02",5
"0D4E4E37C46E3851","docked_bike",2022-06-26 17:55:27,2022-07-06 07:27:59,"casual",826352,"229:32:32",1
"9AB681D2C3283760","docked_bike",2022-06-23 16:23:30,2022-06-24 17:23:31,"casual",90001,"25:00:01",5
"7051E0EC9EBA6206","classic_bike",2022-06-26 23:32:45,2022-06-28 00:32:38,"casual",89993,"24:59:53",1
"F499D5A3A58A0266","classic_bike",2022-06-05 12:00:34,2022-06-06 13:00:25,"casual",89991,"24:59:51",1
"70C12E3C7AEA5DED","classic_bike",2022-06-27 15:23:30,2022-06-28 16:23:25,"casual",89995,"24:59:55",2
"98B906A6F5F585B5","classic_bike",2022-06-26 13:32:32,2022-06-27 14:32:25,"member",89993,"24:59:53",1
"6478E1A13193D992","classic_bike",2022-06-27 15:06:41,2022-06-28 16:06:30,"member",89989,"24:59:49",2
"C7ECBD663491872E","docked_bike",2022-06-03 14:13:05,2022-06-13 17:15:57,"casual",874972,"243:02:52",6
"7574F9F3F19D885E","classic_bike",2022-06-26 10:47:11,2022-06-27 11:47:04,"casual",89993,"24:59:53",1
"AC0D4B6687C6A954","classic_bike",2022-06-29 17:25:38,2022-06-30 18:25:30,"casual",89992,"24:59:52",4
"BCA96F1BF41CF7C3","docked_bike",2022-06-13 10:18:57,2022-06-15 04:56:08,"casual",153431,"42:37:11",2
"1D3ACAE835972F31","classic_bike",2022-06-15 19:42:57,2022-06-16 20:42:54,"casual",89997,"24:59:57",4
"E71F98A3D38D6CE9","docked_bike",2022-06-16 11:12:11,2022-06-21 05:00:14,"casual",409683,"113:48:03",5
"10107E777BC9BBB1","docked_bike",2022-06-30 18:34:30,2022-07-05 14:55:09,"casual",418839,"116:20:39",5
"050BB4F39BFFE3F1","docked_bike",2022-06-30 18:33:43,2022-07-05 14:54:52,"casual",418869,"116:21:09",5
"6A064D5CA4BA8E28","docked_bike",2022-06-13 02:48:54,2022-06-14 03:48:54,"casual",90000,"25:00:00",2
"F4FBCE05AE61B1CC","docked_bike",2022-06-22 17:23:19,2022-06-23 18:23:19,"casual",90000,"25:00:00",4
"99301E33169459C9","classic_bike",2022-06-26 15:41:06,2022-06-27 16:41:01,"casual",89995,"24:59:55",1
"FD9E3AD751D66482","classic_bike",2022-06-30 19:06:42,2022-07-01 20:06:32,"casual",89990,"24:59:50",5
"3FBD86ED1E3910B7","classic_bike",2022-06-21 17:35:07,2022-06-22 18:35:02,"member",89995,"24:59:55",3
"D243A6D97C953457","docked_bike",2022-06-20 19:45:03,2022-06-21 20:45:04,"casual",90001,"25:00:01",2
"35E340D4279C6392","docked_bike",2022-06-05 10:54:14,2022-06-07 12:36:11,"casual",178917,"49:41:57",1
"F016EE12B602009B","classic_bike",2022-06-23 17:32:39,2022-06-24 18:32:34,"casual",89995,"24:59:55",5
"9694236A4F38B6D9","docked_bike",2022-06-14 16:33:56,2022-06-16 04:31:54,"casual",129478,"35:57:58",3
"3A673C9F8725951B","classic_bike",2022-06-22 19:25:18,2022-06-23 20:25:14,"casual",89996,"24:59:56",4
"584E81C0DDE18BB3","classic_bike",2022-06-27 21:20:10,2022-06-28 22:20:03,"casual",89993,"24:59:53",2
"3607D3D08BDD496F","classic_bike",2022-06-22 19:02:50,2022-06-23 20:02:46,"casual",89996,"24:59:56",4
"863D9FED94DD9827","classic_bike",2022-06-22 17:41:33,2022-06-23 18:41:28,"casual",89995,"24:59:55",4
"53AC4038C3B464A3","classic_bike",2022-06-18 17:10:38,2022-06-19 18:10:33,"casual",89995,"24:59:55",7
"6240A25AB8BB930D","classic_bike",2022-06-22 18:53:53,2022-06-23 19:53:44,"casual",89991,"24:59:51",4
"AAD9CDC10FEFF051","classic_bike",2022-06-22 17:42:24,2022-06-23 18:42:19,"casual",89995,"24:59:55",4
"5A057EB603F0ED2A","docked_bike",2022-06-28 00:13:00,2022-06-29 01:13:01,"casual",90001,"25:00:01",3
"EC0C31DF70CA2FB5","classic_bike",2022-06-22 16:58:35,2022-06-23 17:58:30,"casual",89995,"24:59:55",4
"08B8137E7A461031","classic_bike",2022-06-05 20:41:31,2022-06-06 21:41:25,"casual",89994,"24:59:54",1
"8BC7EAA35840B118","classic_bike",2022-06-24 19:07:35,2022-06-25 20:07:30,"casual",89995,"24:59:55",6
"7E00EBE904761F68","classic_bike",2022-06-17 20:46:06,2022-06-18 21:46:02,"casual",89996,"24:59:56",6
"FDB408E913DC834B","docked_bike",2022-06-15 21:33:24,2022-06-16 22:33:25,"casual",90001,"25:00:01",4
"C2B7CE9444D17AB3","docked_bike",2022-06-21 23:57:25,2022-06-23 00:57:25,"casual",90000,"25:00:00",3
"7D991E60169DDF26","classic_bike",2022-06-03 20:47:24,2022-06-04 21:47:17,"casual",89993,"24:59:53",6
"30799515721F9DF6","docked_bike",2022-06-15 18:03:04,2022-06-16 19:03:05,"casual",90001,"25:00:01",4
"772411A1DD2462BC","classic_bike",2022-06-05 06:56:44,2022-06-06 07:56:37,"member",89993,"24:59:53",1
"213DD2C75CF7F50B","classic_bike",2022-06-22 20:10:35,2022-06-23 21:10:26,"casual",89991,"24:59:51",4
"2BD0CC7FDE4A805F","classic_bike",2022-06-17 23:37:24,2022-06-19 00:37:11,"casual",89987,"24:59:47",6
"0CF545C09DCE95AD","classic_bike",2022-06-27 15:08:10,2022-06-28 16:08:06,"member",89996,"24:59:56",2
"C45C085B5E800298","docked_bike",2022-06-12 17:10:44,2022-06-22 17:23:47,"casual",864783,"240:13:03",1
"E40921AB360D6701","docked_bike",2022-06-28 00:33:23,2022-07-06 04:40:54,"casual",706051,"196:07:31",3
"FAB174E3ADE8EF42","docked_bike",2022-06-15 12:48:38,2022-06-16 21:55:26,"casual",119208,"33:06:48",4
"1EB0E302A519C09A","classic_bike",2022-06-09 18:21:37,2022-06-10 19:21:32,"casual",89995,"24:59:55",5
"0061C2349E11690A","classic_bike",2022-06-13 18:25:11,2022-06-14 19:25:05,"casual",89994,"24:59:54",2
"1122A12C7836DC9E","classic_bike",2022-06-22 18:08:11,2022-06-23 19:07:59,"member",89988,"24:59:48",4
"99D40C9E4969DD05","classic_bike",2022-06-22 18:08:53,2022-06-23 19:08:44,"casual",89991,"24:59:51",4
"2039C92DDD4589C5","classic_bike",2022-06-23 01:56:22,2022-06-24 02:56:17,"casual",89995,"24:59:55",5
"BC95EBA9865CCCE1","classic_bike",2022-06-24 19:58:15,2022-06-25 20:58:03,"casual",89988,"24:59:48",6
"F9E73CBD83A55AA0","classic_bike",2022-06-07 19:51:07,2022-06-08 20:51:01,"casual",89994,"24:59:54",3
"AA810FA073F2ABDE","classic_bike",2022-06-29 13:14:31,2022-06-30 14:14:24,"casual",89993,"24:59:53",4
"CAE5FAD253501B97","docked_bike",2022-06-11 21:21:26,2022-06-23 18:43:58,"casual",1027352,"285:22:32",7
"B7A9586750D58CD3","docked_bike",2022-06-24 20:58:49,2022-06-27 08:03:09,"casual",212660,"59:04:20",6
"AE374A1ECDAE3333","docked_bike",2022-06-14 20:13:31,2022-06-15 21:13:32,"casual",90001,"25:00:01",3
"FAFACD1FDA1AC37C","docked_bike",2022-06-16 21:20:10,2022-06-23 04:57:46,"casual",545856,"151:37:36",5
"169BF13F04EB106C","docked_bike",2022-06-30 19:22:04,2022-07-03 12:04:51,"casual",232967,"64:42:47",5
"14D4D15499F6CE6A","classic_bike",2022-06-08 13:46:39,2022-06-09 14:46:27,"casual",89988,"24:59:48",4
"CFDA2DAAFD3F9C28","classic_bike",2022-06-03 13:36:30,2022-06-04 14:36:26,"casual",89996,"24:59:56",6
"7193BBE573DE3B6A","classic_bike",2022-06-17 19:49:50,2022-06-18 20:49:42,"casual",89992,"24:59:52",6
"50657F44E8CB360C","classic_bike",2022-06-15 21:59:15,2022-06-16 22:59:09,"casual",89994,"24:59:54",4
"26A4CD1597BA53BF","docked_bike",2022-06-07 19:19:53,2022-06-09 04:57:21,"casual",121048,"33:37:28",3
"11CD2C6CF327D14E","classic_bike",2022-06-09 18:37:37,2022-06-10 19:37:29,"member",89992,"24:59:52",5
"E113051A368D9B3B","classic_bike",2022-06-17 11:14:35,2022-06-18 12:14:31,"member",89996,"24:59:56",6
"0126716D6D3CD878","docked_bike",2022-06-12 17:49:56,2022-06-13 18:49:56,"casual",90000,"25:00:00",1
"88EE6FBD6520557C","docked_bike",2022-06-12 21:10:20,2022-06-15 10:03:14,"casual",219174,"60:52:54",1
"2D12E8E3FDE6A3BD","docked_bike",2022-06-06 04:54:12,2022-06-07 05:54:13,"casual",90001,"25:00:01",2
"EEDB121BA979454A","classic_bike",2022-06-10 08:44:15,2022-06-11 09:44:00,"casual",89985,"24:59:45",6
"9B77F06CC7087B45","classic_bike",2022-06-09 19:07:23,2022-06-10 20:07:17,"casual",89994,"24:59:54",5
"1E79487B109551C5","classic_bike",2022-06-21 07:22:22,2022-06-22 08:22:08,"casual",89986,"24:59:46",3
"1F996304B9091FA4","docked_bike",2022-06-20 14:58:24,2022-06-23 04:57:46,"casual",223162,"61:59:22",2
"9134B4A101BFD6CC","docked_bike",2022-06-14 15:19:04,2022-06-15 16:19:06,"casual",90002,"25:00:02",3
"FC56361DD925F688","classic_bike",2022-06-23 14:49:04,2022-06-24 15:48:48,"casual",89984,"24:59:44",5
"57599687B754037F","classic_bike",2022-06-07 18:08:20,2022-06-08 19:08:16,"casual",89996,"24:59:56",3
"7F25BA75EC64263D","classic_bike",2022-06-14 15:01:28,2022-06-15 16:01:22,"casual",89994,"24:59:54",3
"810DFD0217F4FE26","docked_bike",2022-06-04 18:17:25,2022-06-06 04:37:34,"casual",123609,"34:20:09",7
"CEA986454339AA8D","docked_bike",2022-06-03 05:50:43,2022-06-12 17:17:54,"casual",818831,"227:27:11",6
"59C3A73F32BF02A4","classic_bike",2022-06-16 01:48:10,2022-06-17 02:48:01,"casual",89991,"24:59:51",5
"FEFB29DCC421FA45","docked_bike",2022-06-19 14:25:55,2022-06-27 14:21:56,"casual",690961,"191:56:01",1
"175CCD580F4199CB","docked_bike",2022-06-26 15:05:23,2022-07-05 21:00:20,"casual",798897,"221:54:57",1
"A00F754B2B864D25","classic_bike",2022-06-11 23:27:39,2022-06-13 00:27:35,"casual",89996,"24:59:56",7
"CCB08EA70A19E644","classic_bike",2022-06-05 10:07:34,2022-06-06 11:07:26,"member",89992,"24:59:52",1
"0F452F7FF312D80C","classic_bike",2022-06-14 18:14:00,2022-06-15 19:13:55,"casual",89995,"24:59:55",3
"BD029674418775C4","docked_bike",2022-06-18 13:51:38,2022-06-26 18:29:33,"casual",707875,"196:37:55",7
"7BDC474F318C769A","classic_bike",2022-06-20 19:37:27,2022-06-21 20:37:20,"casual",89993,"24:59:53",2
"1243FC56E57CFE8B","docked_bike",2022-06-14 11:32:32,2022-06-15 12:32:32,"casual",90000,"25:00:00",3
"D2E30BDF899ADD35","classic_bike",2022-06-19 22:52:42,2022-06-20 23:52:37,"casual",89995,"24:59:55",1
"AA1CB9EE1C0F98CE","classic_bike",2022-06-26 15:12:01,2022-06-27 16:11:51,"casual",89990,"24:59:50",1
"C57507E6726DF72C","docked_bike",2022-06-04 23:05:02,2022-06-14 14:40:00,"casual",833698,"231:34:58",7
"EEE7409648D3C13C","classic_bike",2022-06-05 11:39:14,2022-06-06 12:39:07,"casual",89993,"24:59:53",1
"48512FFA45F9B585","classic_bike",2022-06-26 14:23:49,2022-06-27 15:23:43,"casual",89994,"24:59:54",1
"FF403D14E4A4F0CC","classic_bike",2022-06-20 22:43:33,2022-06-21 23:43:27,"casual",89994,"24:59:54",2
"9DC7CC7D2B0629C6","classic_bike",2022-06-20 22:38:59,2022-06-21 23:38:53,"casual",89994,"24:59:54",2
"B5571FD6F51301D9","classic_bike",2022-06-20 22:07:21,2022-06-21 23:07:17,"casual",89996,"24:59:56",2
"3D543C2D750D8FBF","classic_bike",2022-06-14 12:12:31,2022-06-15 13:12:22,"casual",89991,"24:59:51",3
"E936918D753005D6","classic_bike",2022-06-05 19:09:33,2022-06-06 20:09:26,"casual",89993,"24:59:53",1
"508EA939C62B025A","classic_bike",2022-06-25 14:25:14,2022-06-26 15:25:10,"casual",89996,"24:59:56",7
"DB7514CF86D8A4C4","docked_bike",2022-06-09 15:32:18,2022-06-10 16:32:18,"casual",90000,"25:00:00",5
"59E765D12E90A24F","docked_bike",2022-06-28 10:11:29,2022-07-01 04:43:50,"casual",239541,"66:32:21",3
"63CE03351C7B3D0D","classic_bike",2022-06-05 19:14:47,2022-06-06 20:14:38,"casual",89991,"24:59:51",1
"744757D2CFF31F20","classic_bike",2022-06-06 14:30:59,2022-06-07 15:30:53,"member",89994,"24:59:54",2
"F365CE2125A4F16A","docked_bike",2022-06-11 15:14:24,2022-06-20 11:49:57,"casual",765333,"212:35:33",7
"EB817AFBD96584A4","classic_bike",2022-06-21 20:33:05,2022-06-22 21:32:51,"casual",89986,"24:59:46",3
"9A3B27FFDAF9116D","classic_bike",2022-06-27 12:48:50,2022-06-28 13:48:45,"casual",89995,"24:59:55",2
"6A9244C5316D75A6","classic_bike",2022-06-27 20:58:12,2022-06-28 21:58:06,"casual",89994,"24:59:54",2
"7A3DB92341A92B85","docked_bike",2022-06-04 11:25:03,2022-06-06 12:28:04,"casual",176581,"49:03:01",7
"624913C0223EF06C","docked_bike",2022-06-22 20:17:03,2022-06-24 08:01:22,"casual",128659,"35:44:19",4
"7773B20B0689501A","docked_bike",2022-06-29 21:35:35,2022-07-01 04:54:04,"casual",112709,"31:18:29",4
"FEAF7C390E5220EE","docked_bike",2022-06-22 20:19:59,2022-06-25 04:50:06,"casual",203407,"56:30:07",4
"EA8810A2F736433A","classic_bike",2022-06-14 20:19:00,2022-06-15 21:18:55,"casual",89995,"24:59:55",3
"657CC0872DC096D3","docked_bike",2022-06-09 19:24:47,2022-06-10 20:24:47,"casual",90000,"25:00:00",5
"D4BB58AE074778DF","docked_bike",2022-06-11 16:16:53,2022-06-13 15:53:46,"casual",171413,"47:36:53",7
"1FA7C163DEF9B660","classic_bike",2022-06-29 18:56:30,2022-06-30 19:56:24,"member",89994,"24:59:54",4
"7100331C9F02B480","classic_bike",2022-06-18 11:16:32,2022-06-19 12:16:27,"member",89995,"24:59:55",7
"ED376A81F13B5AD4","classic_bike",2022-06-03 19:32:04,2022-06-04 20:31:57,"casual",89993,"24:59:53",6
"9A2181D1D491C892","classic_bike",2022-06-26 03:36:53,2022-06-27 04:36:45,"casual",89992,"24:59:52",1
"88D7CEC7C93C8441","classic_bike",2022-06-14 19:11:41,2022-06-15 20:11:37,"member",89996,"24:59:56",3
"03DB1016FE49D768","docked_bike",2022-06-25 04:30:03,2022-06-26 05:30:03,"casual",90000,"25:00:00",7
"0871BDFAE04CB04C","classic_bike",2022-06-15 18:12:08,2022-06-16 19:12:04,"casual",89996,"24:59:56",4
"52A739611A080B49","classic_bike",2022-06-12 01:16:49,2022-06-13 02:16:44,"casual",89995,"24:59:55",1
"3E7585D1223FD56F","classic_bike",2022-06-26 15:58:01,2022-06-27 16:57:55,"casual",89994,"24:59:54",1
"FF07FD6ACBF2CF2F","classic_bike",2022-06-16 05:58:47,2022-06-17 06:58:40,"casual",89993,"24:59:53",5
"7F4BD1A2A60099AB","classic_bike",2022-06-27 15:14:19,2022-06-28 16:14:13,"casual",89994,"24:59:54",2
"D453F3D28599B34C","classic_bike",2022-06-19 20:56:57,2022-06-20 21:56:48,"casual",89991,"24:59:51",1
"07ACCD45B7500F14","docked_bike",2022-06-26 18:06:24,2022-07-06 06:55:05,"casual",823721,"228:48:41",1
"4784150E112D5164","classic_bike",2022-06-05 09:39:19,2022-06-06 10:39:13,"member",89994,"24:59:54",1
"D9229A6151899E7E","classic_bike",2022-06-14 20:33:59,2022-06-15 21:33:56,"casual",89997,"24:59:57",3
"746ACE51088C75FA","docked_bike",2022-06-12 19:19:34,2022-06-16 04:06:50,"casual",290836,"80:47:16",1
"33C1BE6D3FAD75CA","classic_bike",2022-06-19 22:59:57,2022-06-20 23:59:52,"casual",89995,"24:59:55",1
"1A8D464305352FD1","classic_bike",2022-06-09 17:14:56,2022-06-10 18:14:43,"member",89987,"24:59:47",5
"A65FF0A1A0173124","classic_bike",2022-06-15 17:01:18,2022-06-16 18:01:13,"member",89995,"24:59:55",4
"1CF8E89D2EE54684","docked_bike",2022-06-11 04:17:49,2022-06-20 12:00:15,"casual",805346,"223:42:26",7
"F9A1E77A70B38CC5","classic_bike",2022-06-27 06:04:35,2022-06-28 07:04:29,"casual",89994,"24:59:54",2
"8C41F569254F9F86","docked_bike",2022-06-17 19:37:54,2022-06-29 04:52:40,"casual",983686,"273:14:46",6
"981C208FD5CEEF90","classic_bike",2022-06-30 18:53:56,2022-07-01 19:53:51,"member",89995,"24:59:55",5
"F7154ACF808E5D84","classic_bike",2022-06-12 03:19:04,2022-06-13 04:18:58,"casual",89994,"24:59:54",1
"3710CB0A3ACF2B20","classic_bike",2022-06-21 22:32:45,2022-06-22 23:32:40,"casual",89995,"24:59:55",3
"2021D37BBEC60139","docked_bike",2022-06-04 21:02:23,2022-06-14 11:13:19,"casual",828656,"230:10:56",7
"60FA59815180486C","docked_bike",2022-06-03 20:34:36,2022-06-05 04:56:44,"casual",116528,"32:22:08",6
"4DA2271E0F933518","docked_bike",2022-06-26 12:47:48,2022-07-06 11:55:57,"casual",860889,"239:08:09",1
"0B4A8F0FD35BB2FA","classic_bike",2022-06-03 23:42:29,2022-06-05 00:42:23,"casual",89994,"24:59:54",6
"77FA8883CBA266CB","classic_bike",2022-06-27 18:06:24,2022-06-28 19:06:11,"casual",89987,"24:59:47",2
"93A4609704D90B17","classic_bike",2022-06-26 00:54:32,2022-06-27 01:54:27,"casual",89995,"24:59:55",1
"5987AC7B16FBB33D","docked_bike",2022-06-02 08:14:09,2022-06-04 14:55:14,"casual",196865,"54:41:05",5
"8DFF12F5890ED897","classic_bike",2022-06-09 16:35:19,2022-06-10 17:35:10,"casual",89991,"24:59:51",5
"BF11FA8CE982D11D","docked_bike",2022-06-30 03:58:54,2022-07-09 17:52:20,"casual",827606,"229:53:26",5
"C077BF02BFE28869","classic_bike",2022-06-16 15:27:08,2022-06-17 16:27:03,"casual",89995,"24:59:55",5
"478E650227477A3E","classic_bike",2022-06-13 13:09:19,2022-06-14 14:09:14,"casual",89995,"24:59:55",2
"0246AD5610BFD6C5","classic_bike",2022-06-17 18:07:05,2022-06-18 19:07:01,"casual",89996,"24:59:56",6
"C66EA461390595DE","classic_bike",2022-06-23 15:31:56,2022-06-24 16:31:52,"casual",89996,"24:59:56",5
"16B7D29A4BA8EA59","docked_bike",2022-06-27 17:46:35,2022-06-28 19:11:56,"casual",91521,"25:25:21",2
"2695439A14473C4A","classic_bike",2022-06-23 18:50:33,2022-06-24 19:50:27,"casual",89994,"24:59:54",5
"DEE0E868F83661E4","classic_bike",2022-06-26 17:06:43,2022-06-27 18:06:38,"casual",89995,"24:59:55",1
"DA4659375401699D","classic_bike",2022-06-27 15:11:20,2022-06-28 16:11:11,"member",89991,"24:59:51",2
"E8C2A443FB65734B","classic_bike",2022-06-05 19:28:38,2022-06-06 20:28:35,"casual",89997,"24:59:57",1
"88CF80BEA00BEF24","classic_bike",2022-06-04 14:18:14,2022-06-05 15:18:09,"casual",89995,"24:59:55",7
"06E972DBFF98FFD6","docked_bike",2022-06-28 14:55:40,2022-07-02 13:04:24,"casual",338924,"94:08:44",3
"DA876B24CDB3426A","classic_bike",2022-06-22 20:36:33,2022-06-23 21:36:29,"casual",89996,"24:59:56",4
"E02F87DC5BFCC63E","classic_bike",2022-06-23 14:58:12,2022-06-24 15:58:09,"casual",89997,"24:59:57",5
"47037E783A6F9FF7","classic_bike",2022-06-30 23:00:32,2022-07-02 00:00:28,"casual",89996,"24:59:56",5
"BD59E77CFEE75338","classic_bike",2022-06-24 22:15:54,2022-06-25 23:15:49,"casual",89995,"24:59:55",6
"20587C35AC4C9B5A","classic_bike",2022-06-12 17:50:16,2022-06-13 18:50:05,"casual",89989,"24:59:49",1
"66555792806E531D","classic_bike",2022-06-22 18:57:55,2022-06-23 19:57:51,"member",89996,"24:59:56",4
"4844708A92810C16","classic_bike",2022-06-09 18:06:18,2022-06-10 19:06:12,"casual",89994,"24:59:54",5
"BDF8F979FE8A24DC","classic_bike",2022-06-15 16:49:59,2022-06-16 17:49:53,"casual",89994,"24:59:54",4
"D40909A4EAE37EC9","classic_bike",2022-06-16 19:15:01,2022-06-17 20:14:43,"casual",89982,"24:59:42",5
"6301343AB2D06E3E","classic_bike",2022-06-29 21:03:01,2022-06-30 22:02:57,"member",89996,"24:59:56",4
"790E6FF1DF59B787","classic_bike",2022-06-19 20:00:11,2022-06-20 21:00:05,"casual",89994,"24:59:54",1
"C692678BDA5F7F2E","classic_bike",2022-06-05 20:18:01,2022-06-06 21:17:54,"casual",89993,"24:59:53",1
"C6404C1581227A70","classic_bike",2022-06-25 18:11:54,2022-06-26 19:11:49,"casual",89995,"24:59:55",7
"1C578CD5A8A7E4D3","classic_bike",2022-06-09 23:43:18,2022-06-11 00:43:04,"casual",89986,"24:59:46",5
"B62F019C24357B89","classic_bike",2022-06-24 12:38:09,2022-06-25 13:38:03,"casual",89994,"24:59:54",6
"CCCB09A844464164","classic_bike",2022-06-30 15:56:14,2022-07-01 16:56:06,"casual",89992,"24:59:52",5
"844AED9DC662A98D","classic_bike",2022-06-20 07:32:18,2022-06-21 08:32:12,"casual",89994,"24:59:54",2
"3BB8A6BB91CBEF01","classic_bike",2022-06-30 17:04:00,2022-07-01 18:03:56,"casual",89996,"24:59:56",5
"E9CD336067453AF8","classic_bike",2022-06-26 21:56:14,2022-06-27 22:56:05,"casual",89991,"24:59:51",1
"4744F8FEBCD985B1","classic_bike",2022-06-17 13:52:53,2022-06-18 14:52:46,"casual",89993,"24:59:53",6
"31A6FCDD94039C1E","docked_bike",2022-06-10 17:33:45,2022-06-11 18:33:45,"casual",90000,"25:00:00",6
"35385B43D44E89AC","classic_bike",2022-06-20 22:29:12,2022-06-21 23:29:08,"casual",89996,"24:59:56",2
"FE46632FD36D6FFF","docked_bike",2022-06-18 02:57:07,2022-06-19 03:57:09,"casual",90002,"25:00:02",7
"175E3B65319DF09B","classic_bike",2022-06-03 01:36:21,2022-06-04 02:36:15,"casual",89994,"24:59:54",6
"2CFA7D4813DCD0C9","classic_bike",2022-06-14 19:56:21,2022-06-15 20:56:16,"casual",89995,"24:59:55",3
"EF5C20EA3F05E305","docked_bike",2022-06-24 18:27:21,2022-06-25 19:27:22,"casual",90001,"25:00:01",6
"F981905EAA645B55","classic_bike",2022-06-05 16:06:16,2022-06-06 17:06:11,"casual",89995,"24:59:55",1
"6572284D5D231BC7","docked_bike",2022-06-20 16:49:13,2022-06-21 17:49:14,"casual",90001,"25:00:01",2
"7BE3AF628CD7C420","docked_bike",2022-06-03 18:02:00,2022-06-17 12:25:19,"casual",1189399,"330:23:19",6
"2743DC68EF3DF300","docked_bike",2022-06-22 20:01:43,2022-06-30 19:14:48,"casual",688385,"191:13:05",4
"A7928EF95ADE4CDF","docked_bike",2022-06-05 10:04:18,2022-06-06 11:04:18,"casual",90000,"25:00:00",1
"4EC3B110C9EA6D81","classic_bike",2022-06-21 16:20:20,2022-06-22 17:20:09,"member",89989,"24:59:49",3
"2371CEBBECD03923","classic_bike",2022-06-24 15:30:25,2022-06-25 16:30:21,"casual",89996,"24:59:56",6
"5BF72B8A51B5EBAF","classic_bike",2022-06-23 13:01:47,2022-06-24 14:01:41,"casual",89994,"24:59:54",5
"BD106C1C45B763D0","classic_bike",2022-06-13 23:01:00,2022-06-15 00:00:57,"casual",89997,"24:59:57",2
"23B687E80DE52ED8","docked_bike",2022-06-18 20:25:31,2022-06-23 11:38:23,"casual",400372,"111:12:52",7
"B89C528A555E9A6B","classic_bike",2022-06-20 12:27:12,2022-06-21 13:00:09,"casual",88377,"24:32:57",2
"B3F5A264EC51B7EA","docked_bike",2022-06-13 15:32:50,2022-06-14 16:25:03,"casual",89533,"24:52:13",2
"E2D863D48E53C13F","classic_bike",2022-06-30 16:31:58,2022-07-01 17:31:53,"member",89995,"24:59:55",5
"E3830CB85F09672C","docked_bike",2022-06-17 18:59:05,2022-06-18 19:59:06,"casual",90001,"25:00:01",6
"90432F0B7D441397","docked_bike",2022-06-10 10:40:09,2022-06-11 11:40:10,"casual",90001,"25:00:01",6
"0ABEDE5949A356BE","classic_bike",2022-06-18 16:00:29,2022-06-19 17:00:18,"casual",89989,"24:59:49",7
"9A0FC660F9B18413","docked_bike",2022-06-13 17:19:01,2022-06-16 04:57:29,"casual",214708,"59:38:28",2
"4BF83B1E7DF61C28","classic_bike",2022-06-10 17:52:15,2022-06-11 18:52:09,"member",89994,"24:59:54",6
"8AA00210DC63DFFA","classic_bike",2022-06-21 19:14:21,2022-06-22 20:14:16,"casual",89995,"24:59:55",3
"F37620BA1E930E6C","classic_bike",2022-06-22 15:24:05,2022-06-23 16:23:57,"casual",89992,"24:59:52",4
"77A89769F5919194","classic_bike",2022-06-03 13:26:54,2022-06-04 14:26:49,"casual",89995,"24:59:55",6
"EE0997D5568A4730","classic_bike",2022-06-15 18:49:23,2022-06-16 19:49:19,"casual",89996,"24:59:56",4
"4123A0838F4FD435","classic_bike",2022-06-27 23:15:54,2022-06-29 00:15:44,"casual",89990,"24:59:50",2
"EF9FD794A955B0EC","classic_bike",2022-06-07 09:40:04,2022-06-08 10:39:57,"casual",89993,"24:59:53",3
"7641C7B143FCF3EA","classic_bike",2022-06-07 12:13:03,2022-06-08 13:12:58,"casual",89995,"24:59:55",3
"1E8B112E191965A7","classic_bike",2022-06-22 17:29:34,2022-06-23 18:29:32,"casual",89998,"24:59:58",4
"3A5CB9D6EECC0770","docked_bike",2022-06-30 18:06:05,2022-07-02 08:07:42,"casual",136897,"38:01:37",5
"1675E654E623B36B","docked_bike",2022-06-15 21:51:24,2022-06-29 04:51:14,"casual",1148390,"318:59:50",4
"36A4C52DF00D8F70","docked_bike",2022-06-13 21:11:31,2022-06-15 16:59:58,"casual",157707,"43:48:27",2
"1BDC31931D9F7886","docked_bike",2022-06-19 20:47:33,2022-06-26 04:56:59,"casual",547766,"152:09:26",1
"6C298439097BE382","classic_bike",2022-06-02 15:35:51,2022-06-03 16:35:45,"casual",89994,"24:59:54",5
"0462232C9A5585D2","classic_bike",2022-06-28 11:06:19,2022-06-29 12:06:14,"casual",89995,"24:59:55",3
"5A44814FA1427880","classic_bike",2022-06-03 20:35:01,2022-06-04 21:34:48,"casual",89987,"24:59:47",6
"71183EDBE09B2276","classic_bike",2022-06-29 03:16:48,2022-06-30 04:16:43,"casual",89995,"24:59:55",4
"443C631DEA73A1B5","classic_bike",2022-06-05 18:15:08,2022-06-06 19:15:04,"casual",89996,"24:59:56",1
"4F97A051F90054B8","docked_bike",2022-06-04 23:09:17,2022-06-14 14:44:39,"casual",833722,"231:35:22",7
