"ride_id","rideable_type","started_at","ended_at","member_casual","ride_length_seconds","ride_length","day_of_week","Extra_Hours"
"A1FB99EBEEC25080","classic_bike",2022-06-16 20:39:19,2022-06-17 21:39:13,"casual",89994,"24:59:54",5,3594
"B07C588B608955F5","classic_bike",2022-06-17 18:08:46,2022-06-18 19:08:41,"casual",89995,"24:59:55",6,3595
"93B8638989C1E897","docked_bike",2022-06-14 16:04:20,2022-06-16 14:51:54,"casual",168454,"46:47:34",3,82054
"836BDC6537CB5A2A","classic_bike",2022-06-23 17:08:55,2022-06-24 18:08:50,"casual",89995,"24:59:55",5,3595
"D121D24929D1683E","classic_bike",2022-06-09 13:53:14,2022-06-10 14:53:10,"casual",89996,"24:59:56",5,3596
"6E1685D6165ED5E4","docked_bike",2022-06-08 19:19:50,2022-06-12 04:15:50,"casual",291360,"80:56:00",4,204960
"CBA7092F55B26AA2","classic_bike",2022-06-02 22:00:10,2022-06-03 22:59:53,"casual",89983,"24:59:43",5,3583
"4472F4751E5DEF07","classic_bike",2022-06-25 20:20:52,2022-06-26 21:20:45,"casual",89993,"24:59:53",7,3593
"50006CDA29B439AD","docked_bike",2022-06-17 23:06:25,2022-06-26 18:23:13,"casual",760608,"211:16:48",6,674208
"64FDD18FD43AEDD0","docked_bike",2022-06-03 18:57:47,2022-06-13 20:58:38,"casual",871251,"242:00:51",6,784851
"01FD82AB04A9E21B","classic_bike",2022-06-30 20:01:54,2022-07-01 21:01:50,"casual",89996,"24:59:56",5,3596
"048699E6130F3B8F","classic_bike",2022-06-26 20:10:51,2022-06-27 21:10:47,"casual",89996,"24:59:56",1,3596
"3738B3D573CC12EF","classic_bike",2022-06-30 20:09:42,2022-07-01 21:09:33,"casual",89991,"24:59:51",5,3591
"66E512ED18BBF64A","classic_bike",2022-06-26 14:40:10,2022-06-27 15:40:02,"casual",89992,"24:59:52",1,3592
"73D10F6354F08A1A","classic_bike",2022-06-20 13:25:35,2022-06-21 14:25:21,"casual",89986,"24:59:46",2,3586
"9C1868CB26E80598","classic_bike",2022-06-18 13:24:53,2022-06-19 14:24:48,"casual",89995,"24:59:55",7,3595
"E6BA7B2775BCA372","classic_bike",2022-06-12 19:24:34,2022-06-13 20:24:22,"casual",89988,"24:59:48",1,3588
"CA8D8CB242574D26","docked_bike",2022-06-17 09:15:14,2022-06-19 04:56:52,"casual",157298,"43:41:38",6,70898
"B0941E12FC898E81","classic_bike",2022-06-15 18:21:37,2022-06-16 19:21:31,"casual",89994,"24:59:54",4,3594
"5D8AD882BA401E0F","classic_bike",2022-06-16 23:16:31,2022-06-18 00:16:26,"member",89995,"24:59:55",5,3595
"CC7B65CBF9B25740","classic_bike",2022-06-20 20:00:51,2022-06-21 21:00:45,"casual",89994,"24:59:54",2,3594
"5473C30A3C793A86","classic_bike",2022-06-17 22:10:24,2022-06-18 23:10:19,"casual",89995,"24:59:55",6,3595
"2082B56D7FB58AF4","classic_bike",2022-06-24 17:03:32,2022-06-25 18:03:25,"casual",89993,"24:59:53",6,3593
"102EBD6C635DA7E0","classic_bike",2022-06-14 17:55:05,2022-06-15 18:54:59,"member",89994,"24:59:54",3,3594
"7BEDA7B973C9FCFB","classic_bike",2022-06-22 20:37:24,2022-06-23 21:37:18,"casual",89994,"24:59:54",4,3594
"234E7606882C5999","docked_bike",2022-06-04 23:43:24,2022-06-14 14:35:58,"casual",831154,"230:52:34",7,744754
"AC31185429348483","classic_bike",2022-06-03 23:52:18,2022-06-05 00:51:59,"casual",89981,"24:59:41",6,3581
"BFDAC725C18DE1FE","docked_bike",2022-06-27 17:34:04,2022-06-30 04:22:24,"casual",211700,"58:48:20",2,125300
"E294A160DF91304D","docked_bike",2022-06-26 14:15:55,2022-06-30 04:37:27,"casual",310892,"86:21:32",1,224492
"661E159FB302D996","classic_bike",2022-06-23 07:27:45,2022-06-24 08:27:41,"member",89996,"24:59:56",5,3596
"5B30392B67D51A6A","classic_bike",2022-06-11 15:16:30,2022-06-12 16:16:25,"casual",89995,"24:59:55",7,3595
"FAF48946402A3B49","classic_bike",2022-06-14 19:12:03,2022-06-15 20:11:58,"member",89995,"24:59:55",3,3595
"51E3A8A66F2BFB14","classic_bike",2022-06-11 23:53:42,2022-06-13 00:53:36,"casual",89994,"24:59:54",7,3594
"6266768D5D2FD4CB","classic_bike",2022-06-28 22:31:59,2022-06-29 23:31:49,"casual",89990,"24:59:50",3,3590
"FB676D40CEDEFAC0","classic_bike",2022-06-21 16:03:04,2022-06-22 17:02:59,"casual",89995,"24:59:55",3,3595
"33710CF9737AF8EB","classic_bike",2022-06-16 06:46:43,2022-06-17 07:46:36,"casual",89993,"24:59:53",5,3593
"38775346D801836D","classic_bike",2022-06-29 14:51:12,2022-06-30 15:51:05,"casual",89993,"24:59:53",4,3593
"242DE443196EFA12","docked_bike",2022-06-12 08:47:10,2022-07-03 04:57:19,"casual",1800609,"500:10:09",1,1714209
"3CA99D803FCE728E","classic_bike",2022-06-22 17:45:36,2022-06-23 18:45:33,"casual",89997,"24:59:57",4,3597
"7CB55197F2C21BEA","classic_bike",2022-06-22 17:49:37,2022-06-23 18:49:30,"casual",89993,"24:59:53",4,3593
"921AEA0976D43F8C","classic_bike",2022-06-26 00:43:03,2022-06-27 01:42:58,"casual",89995,"24:59:55",1,3595
"9DB1D1864E717CFF","classic_bike",2022-06-25 16:48:23,2022-06-26 17:48:20,"casual",89997,"24:59:57",7,3597
"66A187A7F2E748D9","classic_bike",2022-06-25 16:56:15,2022-06-26 17:56:10,"casual",89995,"24:59:55",7,3595
"96FD4D1C03189E67","docked_bike",2022-06-01 11:13:39,2022-06-04 11:38:55,"casual",260716,"72:25:16",4,174316
"4DCE783C92D6A0A3","docked_bike",2022-06-17 21:37:25,2022-06-26 18:35:32,"casual",766687,"212:58:07",6,680287
"A0EF2998CE516C9D","classic_bike",2022-06-14 22:14:37,2022-06-15 23:14:31,"casual",89994,"24:59:54",3,3594
"3B3A08DEF768F09F","classic_bike",2022-06-25 01:42:58,2022-06-26 02:42:38,"member",89980,"24:59:40",7,3580
"6AEE1117C91D3F2E","classic_bike",2022-06-07 17:42:32,2022-06-08 18:42:23,"casual",89991,"24:59:51",3,3591
"60440A55BA71F79D","classic_bike",2022-06-30 21:55:36,2022-07-01 22:55:31,"casual",89995,"24:59:55",5,3595
"71279AA726FB4A14","classic_bike",2022-06-27 11:50:53,2022-06-28 12:50:46,"casual",89993,"24:59:53",2,3593
"F0D64FE1D4903401","classic_bike",2022-06-27 22:48:47,2022-06-28 23:48:42,"casual",89995,"24:59:55",2,3595
"5CCD6D73C1EE34C2","classic_bike",2022-06-16 22:16:02,2022-06-17 23:15:57,"casual",89995,"24:59:55",5,3595
"F4EDB3FDEAB4F5A4","classic_bike",2022-06-10 01:34:55,2022-06-11 02:34:49,"casual",89994,"24:59:54",6,3594
"424CE6B8A66B6164","docked_bike",2022-06-14 08:18:29,2022-06-29 04:56:36,"casual",1283887,"356:38:07",3,1197487
"FA5EA7EF0FF647B8","classic_bike",2022-06-16 22:20:30,2022-06-17 23:20:25,"casual",89995,"24:59:55",5,3595
"5B0F22D605E37FAA","classic_bike",2022-06-16 22:22:51,2022-06-17 23:22:47,"casual",89996,"24:59:56",5,3596
"9016FCF896C8F1A0","classic_bike",2022-06-26 22:22:04,2022-06-27 23:22:30,"casual",90026,"25:00:26",1,3626
"A81F7ECEFC25B6DE","classic_bike",2022-06-26 22:29:17,2022-06-27 23:29:11,"casual",89994,"24:59:54",1,3594
"A1B86126D1451DD9","classic_bike",2022-06-05 12:11:33,2022-06-06 13:11:26,"casual",89993,"24:59:53",1,3593
"B7D67779972BCEF8","classic_bike",2022-06-02 10:01:52,2022-06-03 11:01:38,"casual",89986,"24:59:46",5,3586
"D42EB9E91A37AE30","classic_bike",2022-06-01 11:24:57,2022-06-02 12:24:42,"casual",89985,"24:59:45",4,3585
"187D94F3A7E040CF","classic_bike",2022-06-14 01:00:20,2022-06-15 02:00:12,"casual",89992,"24:59:52",3,3592
"BB4D85737AEDD181","docked_bike",2022-06-23 09:46:08,2022-07-01 12:33:01,"casual",701213,"194:46:53",5,614813
"DFBDDC43DEED9F48","docked_bike",2022-06-26 18:08:07,2022-07-04 04:53:21,"casual",643514,"178:45:14",1,557114
"08C19699F1CDF91F","docked_bike",2022-06-14 20:39:33,2022-06-17 04:59:01,"casual",202768,"56:19:28",3,116368
"E239702D0F54B680","docked_bike",2022-06-24 15:17:18,2022-06-26 17:59:48,"casual",182550,"50:42:30",6,96150
"055AC103A76DF61B","classic_bike",2022-06-28 19:16:54,2022-06-29 20:16:50,"casual",89996,"24:59:56",3,3596
"5DC328C7B43DE6F8","classic_bike",2022-06-13 09:19:36,2022-06-14 10:19:31,"casual",89995,"24:59:55",2,3595
"FD2C26F4842B6D03","classic_bike",2022-06-26 15:32:27,2022-06-27 16:32:22,"casual",89995,"24:59:55",1,3595
"A9E567F9CFC4408B","docked_bike",2022-06-20 19:17:35,2022-06-21 20:17:36,"casual",90001,"25:00:01",2,3601
"7C362BD0738D4083","classic_bike",2022-06-15 09:46:43,2022-06-16 10:46:40,"member",89997,"24:59:57",4,3597
"19FCFAFB49C2E2CB","docked_bike",2022-06-20 19:18:14,2022-07-11 09:26:46,"casual",1778912,"494:08:32",2,1692512
"AB418695017A68B6","classic_bike",2022-06-21 20:33:51,2022-06-22 21:33:44,"casual",89993,"24:59:53",3,3593
"116A421BBDD343C3","classic_bike",2022-06-05 03:32:24,2022-06-06 04:32:19,"casual",89995,"24:59:55",1,3595
"7FEA40E6286F8F71","classic_bike",2022-06-22 18:12:17,2022-06-23 19:12:05,"casual",89988,"24:59:48",4,3588
"BC49D67D7967B833","docked_bike",2022-06-05 14:02:43,2022-06-09 04:57:25,"casual",312882,"86:54:42",1,226482
"0453C80DD30D387E","classic_bike",2022-06-01 19:29:09,2022-06-02 20:29:03,"casual",89994,"24:59:54",4,3594
"847C51FB00242053","docked_bike",2022-06-19 13:20:58,2022-06-20 14:20:58,"casual",90000,"25:00:00",1,3600
"2A633E83777288A3","classic_bike",2022-06-28 20:05:39,2022-06-29 21:05:32,"casual",89993,"24:59:53",3,3593
"57138AE98B209CE6","docked_bike",2022-06-18 19:40:29,2022-06-19 20:40:30,"casual",90001,"25:00:01",7,3601
"0A1EB87080468633","classic_bike",2022-06-23 22:24:57,2022-06-24 23:24:52,"casual",89995,"24:59:55",5,3595
"FFE0F5DB5FECFA0D","classic_bike",2022-06-26 15:06:14,2022-06-27 16:06:08,"casual",89994,"24:59:54",1,3594
"E92C1FB8A014DA0B","classic_bike",2022-06-26 07:23:38,2022-06-27 08:23:32,"casual",89994,"24:59:54",1,3594
"065EAC44730B44FC","classic_bike",2022-06-21 13:37:48,2022-06-22 14:37:44,"casual",89996,"24:59:56",3,3596
"1E8F3E29B77CA0A1","docked_bike",2022-06-09 17:42:25,2022-06-12 04:56:38,"casual",213253,"59:14:13",5,126853
"85E6194658E0B020","docked_bike",2022-06-16 09:25:46,2022-06-24 04:59:23,"casual",675217,"187:33:37",5,588817
"8DB3B97358CB12BA","classic_bike",2022-06-25 17:42:00,2022-06-26 18:41:56,"casual",89996,"24:59:56",7,3596
"8A958E43C6222469","docked_bike",2022-06-15 17:41:21,2022-07-04 04:43:07,"casual",1594906,"443:01:46",4,1508506
"7DA2903659F69FD7","classic_bike",2022-06-22 11:35:19,2022-06-23 12:35:14,"casual",89995,"24:59:55",4,3595
"ECA911775929BED9","classic_bike",2022-06-16 18:22:06,2022-06-17 19:21:58,"member",89992,"24:59:52",5,3592
"4F8EFA05A170B206","classic_bike",2022-06-12 02:38:08,2022-06-13 03:38:03,"casual",89995,"24:59:55",1,3595
"A7596CAB050A95AF","docked_bike",2022-06-15 12:48:56,2022-06-16 13:48:56,"casual",90000,"25:00:00",4,3600
"0D248D7492CF2D46","classic_bike",2022-06-30 17:08:08,2022-07-01 18:08:03,"casual",89995,"24:59:55",5,3595
"F8C4FA45FB47E489","classic_bike",2022-06-18 14:44:45,2022-06-19 15:44:42,"casual",89997,"24:59:57",7,3597
"61097D1976CDADB2","docked_bike",2022-06-11 19:07:21,2022-06-12 22:13:38,"casual",97577,"27:06:17",7,11177
"0AA9E059BBEAF0C0","docked_bike",2022-06-19 18:48:16,2022-06-27 14:18:06,"casual",674990,"187:29:50",1,588590
"0DF92306200DD260","docked_bike",2022-06-12 17:10:45,2022-06-15 04:56:09,"casual",215124,"59:45:24",1,128724
"B93441A3BB0A65D9","classic_bike",2022-06-02 10:20:36,2022-06-03 11:20:32,"member",89996,"24:59:56",5,3596
"5FEFC7C8C7505A6A","docked_bike",2022-06-18 20:46:36,2022-06-29 17:19:22,"casual",937966,"260:32:46",7,851566
"E6FEC97F19104861","classic_bike",2022-06-12 03:14:36,2022-06-13 04:14:30,"member",89994,"24:59:54",1,3594
"33156B4CB07ECBC2","docked_bike",2022-06-28 00:04:46,2022-06-29 01:04:47,"casual",90001,"25:00:01",3,3601
"D9796B0984BAA7D8","docked_bike",2022-06-05 16:01:32,2022-06-20 08:06:08,"casual",1267476,"352:04:36",1,1181076
"B7A1912334A79861","docked_bike",2022-06-11 21:46:53,2022-06-15 11:24:29,"casual",308256,"85:37:36",7,221856
"AE46159577919110","classic_bike",2022-06-14 18:00:56,2022-06-15 19:00:50,"member",89994,"24:59:54",3,3594
"4C87011D4E36B1E4","classic_bike",2022-06-09 16:55:17,2022-06-10 17:55:12,"casual",89995,"24:59:55",5,3595
"73F4F400C115E14A","classic_bike",2022-06-26 00:19:11,2022-06-27 01:19:05,"casual",89994,"24:59:54",1,3594
"8C4F0EEDE260D559","docked_bike",2022-06-11 04:23:44,2022-06-17 04:59:03,"casual",520519,"144:35:19",7,434119
"08F2CB5F08549350","docked_bike",2022-06-14 12:24:04,2022-06-15 13:24:05,"casual",90001,"25:00:01",3,3601
"3D77AA571C70BC87","docked_bike",2022-06-09 16:37:46,2022-06-15 09:55:50,"casual",494284,"137:18:04",5,407884
"06B23EB6EB52CB21","docked_bike",2022-06-27 13:03:09,2022-06-28 19:40:31,"casual",110242,"30:37:22",2,23842
"F25F2C3DCC7AEFB8","docked_bike",2022-06-20 12:58:51,2022-06-23 04:37:11,"casual",229100,"63:38:20",2,142700
"3EB8D4D1A125963D","classic_bike",2022-06-04 00:25:56,2022-06-05 01:25:49,"casual",89993,"24:59:53",7,3593
"D08E2150603DD396","docked_bike",2022-06-26 05:35:44,2022-07-04 04:59:00,"casual",688996,"191:23:16",1,602596
"1556FF8BB99F8AFF","docked_bike",2022-06-23 16:20:57,2022-07-11 04:53:36,"casual",1513959,"420:32:39",5,1427559
"6DC2263C4EA24E97","docked_bike",2022-06-23 16:21:33,2022-06-24 17:21:35,"casual",90002,"25:00:02",5,3602
"0D4E4E37C46E3851","docked_bike",2022-06-26 17:55:27,2022-07-06 07:27:59,"casual",826352,"229:32:32",1,739952
"9AB681D2C3283760","docked_bike",2022-06-23 16:23:30,2022-06-24 17:23:31,"casual",90001,"25:00:01",5,3601
"7051E0EC9EBA6206","classic_bike",2022-06-26 23:32:45,2022-06-28 00:32:38,"casual",89993,"24:59:53",1,3593
"F499D5A3A58A0266","classic_bike",2022-06-05 12:00:34,2022-06-06 13:00:25,"casual",89991,"24:59:51",1,3591
"70C12E3C7AEA5DED","classic_bike",2022-06-27 15:23:30,2022-06-28 16:23:25,"casual",89995,"24:59:55",2,3595
"98B906A6F5F585B5","classic_bike",2022-06-26 13:32:32,2022-06-27 14:32:25,"member",89993,"24:59:53",1,3593
"6478E1A13193D992","classic_bike",2022-06-27 15:06:41,2022-06-28 16:06:30,"member",89989,"24:59:49",2,3589
"C7ECBD663491872E","docked_bike",2022-06-03 14:13:05,2022-06-13 17:15:57,"casual",874972,"243:02:52",6,788572
"7574F9F3F19D885E","classic_bike",2022-06-26 10:47:11,2022-06-27 11:47:04,"casual",89993,"24:59:53",1,3593
"AC0D4B6687C6A954","classic_bike",2022-06-29 17:25:38,2022-06-30 18:25:30,"casual",89992,"24:59:52",4,3592
"BCA96F1BF41CF7C3","docked_bike",2022-06-13 10:18:57,2022-06-15 04:56:08,"casual",153431,"42:37:11",2,67031
"1D3ACAE835972F31","classic_bike",2022-06-15 19:42:57,2022-06-16 20:42:54,"casual",89997,"24:59:57",4,3597
"E71F98A3D38D6CE9","docked_bike",2022-06-16 11:12:11,2022-06-21 05:00:14,"casual",409683,"113:48:03",5,323283
"10107E777BC9BBB1","docked_bike",2022-06-30 18:34:30,2022-07-05 14:55:09,"casual",418839,"116:20:39",5,332439
"050BB4F39BFFE3F1","docked_bike",2022-06-30 18:33:43,2022-07-05 14:54:52,"casual",418869,"116:21:09",5,332469
"6A064D5CA4BA8E28","docked_bike",2022-06-13 02:48:54,2022-06-14 03:48:54,"casual",90000,"25:00:00",2,3600
"F4FBCE05AE61B1CC","docked_bike",2022-06-22 17:23:19,2022-06-23 18:23:19,"casual",90000,"25:00:00",4,3600
"99301E33169459C9","classic_bike",2022-06-26 15:41:06,2022-06-27 16:41:01,"casual",89995,"24:59:55",1,3595
"FD9E3AD751D66482","classic_bike",2022-06-30 19:06:42,2022-07-01 20:06:32,"casual",89990,"24:59:50",5,3590
"3FBD86ED1E3910B7","classic_bike",2022-06-21 17:35:07,2022-06-22 18:35:02,"member",89995,"24:59:55",3,3595
"D243A6D97C953457","docked_bike",2022-06-20 19:45:03,2022-06-21 20:45:04,"casual",90001,"25:00:01",2,3601
"35E340D4279C6392","docked_bike",2022-06-05 10:54:14,2022-06-07 12:36:11,"casual",178917,"49:41:57",1,92517
"F016EE12B602009B","classic_bike",2022-06-23 17:32:39,2022-06-24 18:32:34,"casual",89995,"24:59:55",5,3595
"9694236A4F38B6D9","docked_bike",2022-06-14 16:33:56,2022-06-16 04:31:54,"casual",129478,"35:57:58",3,43078
"3A673C9F8725951B","classic_bike",2022-06-22 19:25:18,2022-06-23 20:25:14,"casual",89996,"24:59:56",4,3596
"584E81C0DDE18BB3","classic_bike",2022-06-27 21:20:10,2022-06-28 22:20:03,"casual",89993,"24:59:53",2,3593
"3607D3D08BDD496F","classic_bike",2022-06-22 19:02:50,2022-06-23 20:02:46,"casual",89996,"24:59:56",4,3596
"863D9FED94DD9827","classic_bike",2022-06-22 17:41:33,2022-06-23 18:41:28,"casual",89995,"24:59:55",4,3595
"53AC4038C3B464A3","classic_bike",2022-06-18 17:10:38,2022-06-19 18:10:33,"casual",89995,"24:59:55",7,3595
"6240A25AB8BB930D","classic_bike",2022-06-22 18:53:53,2022-06-23 19:53:44,"casual",89991,"24:59:51",4,3591
"AAD9CDC10FEFF051","classic_bike",2022-06-22 17:42:24,2022-06-23 18:42:19,"casual",89995,"24:59:55",4,3595
"5A057EB603F0ED2A","docked_bike",2022-06-28 00:13:00,2022-06-29 01:13:01,"casual",90001,"25:00:01",3,3601
"EC0C31DF70CA2FB5","classic_bike",2022-06-22 16:58:35,2022-06-23 17:58:30,"casual",89995,"24:59:55",4,3595
"08B8137E7A461031","classic_bike",2022-06-05 20:41:31,2022-06-06 21:41:25,"casual",89994,"24:59:54",1,3594
"8BC7EAA35840B118","classic_bike",2022-06-24 19:07:35,2022-06-25 20:07:30,"casual",89995,"24:59:55",6,3595
"7E00EBE904761F68","classic_bike",2022-06-17 20:46:06,2022-06-18 21:46:02,"casual",89996,"24:59:56",6,3596
"FDB408E913DC834B","docked_bike",2022-06-15 21:33:24,2022-06-16 22:33:25,"casual",90001,"25:00:01",4,3601
"C2B7CE9444D17AB3","docked_bike",2022-06-21 23:57:25,2022-06-23 00:57:25,"casual",90000,"25:00:00",3,3600
"7D991E60169DDF26","classic_bike",2022-06-03 20:47:24,2022-06-04 21:47:17,"casual",89993,"24:59:53",6,3593
"30799515721F9DF6","docked_bike",2022-06-15 18:03:04,2022-06-16 19:03:05,"casual",90001,"25:00:01",4,3601
"772411A1DD2462BC","classic_bike",2022-06-05 06:56:44,2022-06-06 07:56:37,"member",89993,"24:59:53",1,3593
"213DD2C75CF7F50B","classic_bike",2022-06-22 20:10:35,2022-06-23 21:10:26,"casual",89991,"24:59:51",4,3591
"2BD0CC7FDE4A805F","classic_bike",2022-06-17 23:37:24,2022-06-19 00:37:11,"casual",89987,"24:59:47",6,3587
"0CF545C09DCE95AD","classic_bike",2022-06-27 15:08:10,2022-06-28 16:08:06,"member",89996,"24:59:56",2,3596
"C45C085B5E800298","docked_bike",2022-06-12 17:10:44,2022-06-22 17:23:47,"casual",864783,"240:13:03",1,778383
"E40921AB360D6701","docked_bike",2022-06-28 00:33:23,2022-07-06 04:40:54,"casual",706051,"196:07:31",3,619651
"FAB174E3ADE8EF42","docked_bike",2022-06-15 12:48:38,2022-06-16 21:55:26,"casual",119208,"33:06:48",4,32808
"1EB0E302A519C09A","classic_bike",2022-06-09 18:21:37,2022-06-10 19:21:32,"casual",89995,"24:59:55",5,3595
"0061C2349E11690A","classic_bike",2022-06-13 18:25:11,2022-06-14 19:25:05,"casual",89994,"24:59:54",2,3594
"1122A12C7836DC9E","classic_bike",2022-06-22 18:08:11,2022-06-23 19:07:59,"member",89988,"24:59:48",4,3588
"99D40C9E4969DD05","classic_bike",2022-06-22 18:08:53,2022-06-23 19:08:44,"casual",89991,"24:59:51",4,3591
"2039C92DDD4589C5","classic_bike",2022-06-23 01:56:22,2022-06-24 02:56:17,"casual",89995,"24:59:55",5,3595
"BC95EBA9865CCCE1","classic_bike",2022-06-24 19:58:15,2022-06-25 20:58:03,"casual",89988,"24:59:48",6,3588
"F9E73CBD83A55AA0","classic_bike",2022-06-07 19:51:07,2022-06-08 20:51:01,"casual",89994,"24:59:54",3,3594
"AA810FA073F2ABDE","classic_bike",2022-06-29 13:14:31,2022-06-30 14:14:24,"casual",89993,"24:59:53",4,3593
"CAE5FAD253501B97","docked_bike",2022-06-11 21:21:26,2022-06-23 18:43:58,"casual",1027352,"285:22:32",7,940952
"B7A9586750D58CD3","docked_bike",2022-06-24 20:58:49,2022-06-27 08:03:09,"casual",212660,"59:04:20",6,126260
"AE374A1ECDAE3333","docked_bike",2022-06-14 20:13:31,2022-06-15 21:13:32,"casual",90001,"25:00:01",3,3601
"FAFACD1FDA1AC37C","docked_bike",2022-06-16 21:20:10,2022-06-23 04:57:46,"casual",545856,"151:37:36",5,459456
"169BF13F04EB106C","docked_bike",2022-06-30 19:22:04,2022-07-03 12:04:51,"casual",232967,"64:42:47",5,146567
"14D4D15499F6CE6A","classic_bike",2022-06-08 13:46:39,2022-06-09 14:46:27,"casual",89988,"24:59:48",4,3588
"CFDA2DAAFD3F9C28","classic_bike",2022-06-03 13:36:30,2022-06-04 14:36:26,"casual",89996,"24:59:56",6,3596
"7193BBE573DE3B6A","classic_bike",2022-06-17 19:49:50,2022-06-18 20:49:42,"casual",89992,"24:59:52",6,3592
"50657F44E8CB360C","classic_bike",2022-06-15 21:59:15,2022-06-16 22:59:09,"casual",89994,"24:59:54",4,3594
"26A4CD1597BA53BF","docked_bike",2022-06-07 19:19:53,2022-06-09 04:57:21,"casual",121048,"33:37:28",3,34648
"11CD2C6CF327D14E","classic_bike",2022-06-09 18:37:37,2022-06-10 19:37:29,"member",89992,"24:59:52",5,3592
"E113051A368D9B3B","classic_bike",2022-06-17 11:14:35,2022-06-18 12:14:31,"member",89996,"24:59:56",6,3596
"0126716D6D3CD878","docked_bike",2022-06-12 17:49:56,2022-06-13 18:49:56,"casual",90000,"25:00:00",1,3600
"88EE6FBD6520557C","docked_bike",2022-06-12 21:10:20,2022-06-15 10:03:14,"casual",219174,"60:52:54",1,132774
"2D12E8E3FDE6A3BD","docked_bike",2022-06-06 04:54:12,2022-06-07 05:54:13,"casual",90001,"25:00:01",2,3601
"EEDB121BA979454A","classic_bike",2022-06-10 08:44:15,2022-06-11 09:44:00,"casual",89985,"24:59:45",6,3585
"9B77F06CC7087B45","classic_bike",2022-06-09 19:07:23,2022-06-10 20:07:17,"casual",89994,"24:59:54",5,3594
"1E79487B109551C5","classic_bike",2022-06-21 07:22:22,2022-06-22 08:22:08,"casual",89986,"24:59:46",3,3586
"1F996304B9091FA4","docked_bike",2022-06-20 14:58:24,2022-06-23 04:57:46,"casual",223162,"61:59:22",2,136762
"9134B4A101BFD6CC","docked_bike",2022-06-14 15:19:04,2022-06-15 16:19:06,"casual",90002,"25:00:02",3,3602
"FC56361DD925F688","classic_bike",2022-06-23 14:49:04,2022-06-24 15:48:48,"casual",89984,"24:59:44",5,3584
"57599687B754037F","classic_bike",2022-06-07 18:08:20,2022-06-08 19:08:16,"casual",89996,"24:59:56",3,3596
"7F25BA75EC64263D","classic_bike",2022-06-14 15:01:28,2022-06-15 16:01:22,"casual",89994,"24:59:54",3,3594
"810DFD0217F4FE26","docked_bike",2022-06-04 18:17:25,2022-06-06 04:37:34,"casual",123609,"34:20:09",7,37209
"CEA986454339AA8D","docked_bike",2022-06-03 05:50:43,2022-06-12 17:17:54,"casual",818831,"227:27:11",6,732431
"59C3A73F32BF02A4","classic_bike",2022-06-16 01:48:10,2022-06-17 02:48:01,"casual",89991,"24:59:51",5,3591
"FEFB29DCC421FA45","docked_bike",2022-06-19 14:25:55,2022-06-27 14:21:56,"casual",690961,"191:56:01",1,604561
"175CCD580F4199CB","docked_bike",2022-06-26 15:05:23,2022-07-05 21:00:20,"casual",798897,"221:54:57",1,712497
"A00F754B2B864D25","classic_bike",2022-06-11 23:27:39,2022-06-13 00:27:35,"casual",89996,"24:59:56",7,3596
"CCB08EA70A19E644","classic_bike",2022-06-05 10:07:34,2022-06-06 11:07:26,"member",89992,"24:59:52",1,3592
"0F452F7FF312D80C","classic_bike",2022-06-14 18:14:00,2022-06-15 19:13:55,"casual",89995,"24:59:55",3,3595
"BD029674418775C4","docked_bike",2022-06-18 13:51:38,2022-06-26 18:29:33,"casual",707875,"196:37:55",7,621475
"7BDC474F318C769A","classic_bike",2022-06-20 19:37:27,2022-06-21 20:37:20,"casual",89993,"24:59:53",2,3593
"1243FC56E57CFE8B","docked_bike",2022-06-14 11:32:32,2022-06-15 12:32:32,"casual",90000,"25:00:00",3,3600
"D2E30BDF899ADD35","classic_bike",2022-06-19 22:52:42,2022-06-20 23:52:37,"casual",89995,"24:59:55",1,3595
"AA1CB9EE1C0F98CE","classic_bike",2022-06-26 15:12:01,2022-06-27 16:11:51,"casual",89990,"24:59:50",1,3590
"C57507E6726DF72C","docked_bike",2022-06-04 23:05:02,2022-06-14 14:40:00,"casual",833698,"231:34:58",7,747298
"EEE7409648D3C13C","classic_bike",2022-06-05 11:39:14,2022-06-06 12:39:07,"casual",89993,"24:59:53",1,3593
"48512FFA45F9B585","classic_bike",2022-06-26 14:23:49,2022-06-27 15:23:43,"casual",89994,"24:59:54",1,3594
"FF403D14E4A4F0CC","classic_bike",2022-06-20 22:43:33,2022-06-21 23:43:27,"casual",89994,"24:59:54",2,3594
"9DC7CC7D2B0629C6","classic_bike",2022-06-20 22:38:59,2022-06-21 23:38:53,"casual",89994,"24:59:54",2,3594
"B5571FD6F51301D9","classic_bike",2022-06-20 22:07:21,2022-06-21 23:07:17,"casual",89996,"24:59:56",2,3596
"3D543C2D750D8FBF","classic_bike",2022-06-14 12:12:31,2022-06-15 13:12:22,"casual",89991,"24:59:51",3,3591
"E936918D753005D6","classic_bike",2022-06-05 19:09:33,2022-06-06 20:09:26,"casual",89993,"24:59:53",1,3593
"508EA939C62B025A","classic_bike",2022-06-25 14:25:14,2022-06-26 15:25:10,"casual",89996,"24:59:56",7,3596
"DB7514CF86D8A4C4","docked_bike",2022-06-09 15:32:18,2022-06-10 16:32:18,"casual",90000,"25:00:00",5,3600
"59E765D12E90A24F","docked_bike",2022-06-28 10:11:29,2022-07-01 04:43:50,"casual",239541,"66:32:21",3,153141
